,LEVEL3_NAM,tdwg3_codes,LEVEL2_COD,LEVEL1_COD,Beck_KG_V1_present,decimalLongitude,decimalLatitude,bio10,bio11,bio16,bio17,gmted_breakline,gmted_elevation,gmted_slope,mean_air_temp,precip_amount,precip_seasonality,soil_depth,soil_nitrogen,soil_ocs,soil_ph,soil_soc,temp_seasonality,water_capacity
86,Cuba,CUB,81,8,3,-79.03522543,21.6201256,27.3330143425581,22.9375699122976,554.29165763745,130.372253022208,93.6266388189107,97.5213832138187,0.951037523005244,25.2360648504252,1392.90461805712,56.4590727066788,1037.85753824701,3903.66340384723,63.3907546722632,66.3964437306356,477.872352627443,173.803392723589,28.9891943318221
87,Cape Verde,CVI,21,2,4,-24.10306511,15.98732286,25.2306591380726,20.7752045718106,164.847429448908,1.97402273524891,243.770083340732,302.601359627464,4.3152463815429,22.9031365134499,199.919818531383,151.084750088778,6757.6309640067,2085.39320203993,29.4178568522135,75.0500428941515,209.103569878472,175.739113547585,27.9642857142857
88,Cyprus,CYP,34,3,8,33.21867825,35.04300313,26.8217968940735,11.5442578345537,307.588322162628,11.6379765272141,250.157112512833,293.206639647484,2.81867356225848,18.9713672101498,528.353646278381,89.2759220600128,1411.73550547724,1869.4745982777,39.7222046418623,76.3105278015137,267.207579179244,607.242498397827,22.9184782608696
89,Czechoslovakia,CZE,11,1,26,16.90966574,49.35117627,17.3547046840814,-1.36158885063749,264.400719964961,128.820360775193,443.126958831932,450.730609441883,2.40128460029328,8.12261497102133,738.941625083365,30.6268113598176,1830.73218829517,3810.14269246934,55.0892298131049,59.9677704919743,359.367364617843,727.266911948599,23.9184160305344
90,Delaware,DEL,78,7,14,-75.51281006,38.99814067,24.0067360136244,3.16412501202689,330.590092976888,254.161666870117,17.0678669105877,18.0190276900927,0.168706547468901,13.6498750580682,1170.42311604818,11.7340971628825,1856.140625,3326.12774658203,44.207914352417,52.1082026163737,504.54934946696,810.890821668837,18.296875
91,Denmark,DEN,10,1,15,10.05081371,55.96231825,15.8379332736387,1.71660381353508,245.329108286712,140.789523367154,27.6047251311954,27.8935381446223,0.393066422429757,8.49437498238127,779.169616440595,21.5808919567173,1940.28385391235,3821.23758273654,57.0975390893442,59.9271263899627,569.852159570765,561.059016082246,17.213932287693
92,Djibouti,DJI,24,2,4,42.57794604,11.7498223,32.6658587301931,23.5177742127449,91.6605361507785,20.3404878031823,437.907283109777,450.053508958509,2.41430670515664,28.1504192044658,194.741370539511,74.5535445674773,3266.83695652174,2044.49010213216,20.4427535445602,79.7623343291106,118.998845277009,364.329991494456,21.2432065217391
93,Dominican Republic,DOM,81,8,3,-70.48543965,18.89309066,25.3202178478241,22.2965270828556,537.728428814862,205.691305650247,389.405747719753,388.946434101543,3.14464425013677,23.8858311240737,1559.05072846284,40.1536081288312,1947.20061803747,3242.20743554687,65.7251416015625,60.1869253845215,385.682289306641,119.401377342843,26.4992283891748
94,Desventurados Is.,DSV,85,8,0,-79.9604038,-26.31159103,19.5827493667603,15.4318747520447,79.3926239013672,41.8337497711182,0.242843945200245,1.59124997258186,0.120353472419083,17.4553747177124,235.541122436523,25.1636247634888,NA,NA,NA,NA,NA,162.535125732422,NA
95,East Aegean Is.,EAI,34,3,8,26.7956822,37.77924815,23.9671072278704,11.3214285714286,318.640109107608,6.00466661226182,141.055929002308,158.569048654465,3.2227052790778,17.3226071312314,575.033089773996,87.6843098231724,1027.59848299893,2280.95896693638,50.065306527274,67.8552142551967,356.963972981771,503.164797828311,23.5814394517378
96,Easter Is.,EAS,61,6,0,-109.31588061,-27.11727497,23.333562374115,18.8428745269775,409.775054931641,201.629188537598,10.1140348613262,19.2993747901637,0.637826086138375,20.9480624198914,1269.33615112305,27.7590003013611,2826.5,3216.04162597656,60.25,56.875,NA,178.745685577393,26.125
97,Ecuador,ECU,83,8,1,-78.39320695,-1.45291002,20.9492530493901,19.4093262113374,974.287785897091,402.284969629748,1066.37961195241,1078.96469492715,4.13897080800657,20.2919086193216,2551.9104749798,47.3458330404347,2826.52256274318,3563.5814934755,70.8194939723382,53.8824365628071,631.118161470462,61.6979379061995,25.399209486166
98,Egypt,EGY,20,2,4,29.5313701,26.35781079,30.0534469811854,13.9608665844997,6.92777096887357,0.090315628274288,285.159418953107,285.860405964639,0.583012118240412,22.6735240340747,10.8809932090804,108.512897649505,13554.1571467383,1081.4928621546,19.6477450746725,80.8733698548717,56.9016808532194,635.945287970624,8.47797163745413
99,East Himalaya,EHM,40,4,11,92.91094723,27.79711548,17.1801247091814,4.33162698982947,1870.17207241716,135.628561151439,2269.22801053023,2270.59023609381,12.3466399398172,11.2414677894835,3497.85227317372,80.6934022223812,1922.10916625977,5600.85801279795,63.7931095501324,56.0562876681308,470.558349746842,505.467954157687,26.7490277798971
100,El Salvador,ELS,80,8,3,-88.86559446,13.73614153,26.7478346363191,24.8049919989801,855.95572440855,11.7333185826578,433.583577156067,430.033468854043,3.36495193454527,25.704092702558,1614.08815839214,92.5555726328204,2557.65243902439,2587.78265935724,62.5182474309748,61.3268567865545,321.259333662553,76.8800203261837,25.2210365853659
101,Equatorial Guinea,EQG,23,2,2,10.47599001,1.56792182,24.1895703597808,22.4266795574779,1204.07710115675,291.939075953524,482.489277595129,485.485844303185,1.3262107611542,23.344112718609,2903.12317926111,54.3043910281759,4844.74370762087,2703.11826412013,54.3184958285973,46.3705439958416,349.987794719759,67.727468248824,24.243710679828
102,Eritrea,ERI,24,2,4,38.85291013,15.35884128,30.0012320576452,23.0561298507353,209.400421769579,16.0386913003019,764.483310682349,770.480234243922,2.86840707529851,26.5866104990079,322.402665828473,98.5007342343831,6382.0107421875,1563.04789252297,29.9922000561838,76.1499515926323,135.427869536948,273.097096227151,20.65576171875
103,Ethiopia,ETH,24,2,3,39.6160194,8.62614058,25.0462459452837,21.3632888789651,496.997702892032,39.4851362863145,1250.50968023763,1260.3645061539,2.61724221864657,23.1055204823224,918.25028267926,92.8120079384091,7696.0470936807,1898.37945038154,50.1060396832482,69.7793818861404,229.046496897211,146.318066614449,26.3850605798356
104,Falkland Is.,FAL,90,9,29,-59.37234604,-51.7398244,9.90720455863259,3.3234408790415,191.499131636186,117.634264165705,60.4365650375684,66.4922726371071,1.61173712123524,6.53473636453802,630.746718528054,19.393381951072,2290.07364530342,4790.18123897429,79.3961580338017,65.1019009005639,713.372751235962,260.301407970082,25.6962209302326
105,Fiji,FIJ,60,6,1,160.79163691,-17.46392685,25.521004282195,22.5181723956404,1061.56758696457,318.340322560277,153.773391876902,181.631466281825,2.77960639755274,24.0953794347829,2631.90972479459,47.074551845419,1889.44737002724,3006.93817018995,62.7050380332797,51.660462846943,503.943561628753,119.033013179384,28.9895833166022
106,Finland,FIN,10,1,27,26.2588367,64.49433632,13.9956981190575,-8.88363311831156,266.484227959527,117.067716349284,165.327490570542,164.090421049754,0.811565254769391,2.19963255696294,744.48630734592,31.8875932049221,1775.12061408732,6112.82898477408,80.0091835902287,48.5797330278617,1429.38288175143,885.129077826606,23.106292791942
107,Florida,FLA,78,7,14,-82.48405094,28.65142195,26.945202151356,15.2552084139628,596.713669045304,207.597541047729,23.4915851963579,23.5597245744013,0.144988423265595,21.4889969062409,1435.69108901946,46.3711226675466,815.393283490992,10533.228659921,40.4230355067747,54.9925419355975,476.863656033291,461.676103429338,14.9437810983231
108,Føroyar,FOR,10,1,29,-6.86363602,62.050314,9.73900000254313,3.74975003136529,773.241909450955,316.945471869575,126.837793986003,144.86110941569,6.08782944414351,6.40622223748101,2329.72599283854,32.4788886176215,1099.73957824707,13703.9015625,91.3190475463867,47.9238082885742,2560.01123046875,238.212524414062,29.9817709922791
109,France,FRA,12,1,15,2.44973015,46.63235293,18.3630521714504,3.93511069554375,300.891669126625,192.35067228579,329.11993439961,336.187623893049,2.09965170296346,10.9685006568773,977.883608766629,18.9079002729898,1671.40793896022,3525.69433212847,57.7097672126623,64.3589605923748,391.174085202178,561.512959334371,23.1015247104296
110,French Guiana,FRG,82,8,1,-53.24126852,3.92438285,26.6835112222811,25.0080944619528,1065.29109750143,228.925002431482,134.925392479367,136.958648323044,0.739137462181289,25.6296067276621,2643.52622725324,49.2735031407054,3414.16964285714,2614.34237670898,49.8583141542831,46.1456302067019,331.257748297925,67.8472874339034,22.9858630952381
111,Gabon,GAB,23,2,3,11.7971526,-0.59067563,25.1082892886621,23.2136667509066,854.863518351184,104.28181892735,379.783963186684,382.04031419879,1.06998173870039,24.2380209906542,2029.34184503118,60.2683184112509,6765.09398854962,2208.64809433859,52.2250481804332,48.3517436347339,321.484780648684,73.7980373277577,22.5968113855551
112,Galápagos,GAL,83,8,3,-90.89331316,-0.56223084,24.5289165973663,20.9739584922791,738.942417144775,95.9737075169881,196.696931379813,217.759894688924,2.63876827806234,22.6470521291097,1330.04785410563,78.2550627390544,9795.55094401042,1459.94975280762,36.4629058837891,70.0033478736877,201.262281417847,138.409636179606,27.7118055555556
113,"Gambia, The",GAM,22,2,3,-15.38562696,13.4529394,29.7194069453648,25.5776142120361,669.729115513393,0.998064277853285,23.4169451614906,23.3294999395098,0.291790569680078,27.6615716116769,815.245394461495,139.890528651646,14918.575,1008.27845573425,27.1969737410545,56.8697625398636,164.325368404388,168.310741969517,16.8375
114,Georgia,GEO,78,7,14,-83.4466779,32.65409017,26.1159166567253,8.9220610992475,405.437719287294,264.602923306552,159.739743839096,160.241401063335,0.55700026637042,17.7834881742795,1300.75433049057,20.0963806546096,1643.88043478261,2318.26791445414,41.8596549034119,52.0811409056187,254.965192198753,667.159832925508,16.9444633152174
115,Germany,GER,11,1,26,10.39233019,51.11015179,17.1196403710738,0.870194144321958,254.309933538022,170.34597303326,249.58669511608,255.113251881562,1.25129416456068,8.94166576012897,838.372473380416,17.0841545943477,1968.63208380303,3821.90156036274,59.2345259566901,59.2079854552058,453.004012650512,632.816570890123,20.8427964254577
116,Gulf of Guinea Is.,GGI,23,2,2,7.97624414,2.36940554,25.0224999321832,22.5609444512261,1224.24018690321,167.055108388265,410.474231147766,421.288887871636,4.89019261466132,23.8515277438694,2801.14165581597,58.1451386345757,8867.47918701172,3747.10124860491,74.3319549560547,50.8950473240444,522.531136648996,94.5126122368707,30.3255207538605
117,Ghana,GHA,22,2,3,-1.20705013,7.9596393,29.2603599569922,25.2854643151312,573.227802713656,52.3515389626569,179.882089360311,181.225615043789,0.697485790626163,27.149022241293,1237.07747286482,71.3367115112477,11691.9320792842,2926.04042885056,36.6478633434079,59.5558873626301,289.785600438963,150.807979330147,17.2928523048153
118,Gilbert Is.,GIL,60,6,0,174.32170363,-0.07562792,27.3000001907349,27.0988750457764,457.288116455078,320.238250732422,0.121883653104305,0.220000006258488,0.015073988586664,27.231499671936,1540.53576660156,19.3068742752075,4660.46153846154,NA,NA,NA,NA,11.8512501716614,37.5769230769231
119,Guinea-Bissau,GNB,22,2,3,-14.98748338,12.01619646,29.5629705108038,26.0736633716243,1141.5008055432,0.595537130785461,35.3822480349981,37.6208417958552,0.343646873194392,27.4770048538057,1502.2340329614,128.227230487484,15450.0992647059,1614.02884788075,42.3270686796342,54.4599397593531,232.185737872946,144.529955533471,21.5006127357483
120,Greenland,GNL,70,7,30,-41.39096492,74.71896347,-6.42257137500712,-29.7947671398798,148.454640748981,70.3440284351204,0.037682243437594,1710.04545625439,1.60755526001699,-19.6692064790233,423.59581092305,34.8865555309083,3995.30825162128,6974.60704350245,92.3726034889708,61.6896644399815,1522.93664487022,920.97456178968,30.885304306219
121,Great Britain,GRB,10,1,15,-2.66771255,54.1326318,14.4209848906216,4.23316907323408,396.537436617954,221.448620940548,153.629166336392,161.498092704975,2.14749590877349,9.07297003154471,1225.71578352053,20.8552202631899,1265.84161423017,7164.49533878552,80.9607631537142,56.3706027639037,1244.88527228071,401.8662255822,24.0650943420218
122,Greece,GRC,13,1,8,22.67457493,39.36723827,22.9494291288512,5.80205859376084,315.380464008876,69.9157010721309,460.465820257004,472.157278051068,4.87378614762981,14.1134609303304,737.617785930634,50.9176539821284,1479.42759549501,2488.11730501854,47.1520582296081,70.5446809542381,316.087984453622,671.09074653898,24.0021174821697
123,Gulf States,GST,35,3,4,53.87451176,24.12052144,34.928394310291,18.871141411708,54.7305933438815,1.62710672954384,102.800119190086,105.696442153821,0.440394355772206,27.4364269329951,80.788913492056,119.168989181519,11165.5770591818,553.533394595693,13.9731869140857,79.8415379015927,38.9418834744371,633.218228384165,8.5103046612073
124,Guatemala,GUA,80,8,2,-90.35694443,15.70230638,24.0917087140798,20.5601360834338,974.631438275725,142.597964041824,724.672464953094,743.655347278723,3.66154994635589,22.4963004844269,2196.20529669432,67.1050581042555,1355.70515695067,3360.67963409424,66.2616519226747,59.988813274047,359.631333631628,139.336303734269,27.3133408071749
125,Guinea,GUI,22,2,3,-10.94184026,10.43853956,28.411726273781,24.16480098283,1049.40008183419,13.0532448166165,438.878615198372,442.827981955421,1.50856083600728,25.8208836169282,1788.69640045586,97.1462420471444,9864.27534791252,1918.58722497578,49.0815452563318,55.3696362326945,237.807997927673,169.380306285932,23.1374668667378
126,Guyana,GUY,82,8,1,-58.97416751,4.7923797,25.8729818186968,24.3165561540446,987.487647036551,300.409748829239,214.19354381343,216.841013434245,1.08741586090266,25.0828134231691,2272.27862736174,51.2976324485076,2756.80626450116,2201.84649061619,50.3915900251919,48.0958926408811,299.282382190676,61.7520912799003,22.0788863109049
127,Haiti,HAI,81,8,3,-72.68384348,18.93893862,26.1358082029555,23.0716666327582,459.872489759657,134.983697297838,345.821888337744,382.646196497811,4.23788382543458,24.6051611158583,1255.38759324816,45.9326972325643,2695.93644067797,2869.89594760006,63.1485012524749,59.7284692738154,345.334827846951,120.351614295112,25.6829095937438
128,Hawaii,HAW,63,6,1,-156.38217405,20.27443257,20.5745143890381,17.4423269812877,629.193990854117,364.313000385578,797.242733563912,852.236296140231,4.50348758353637,19.0254999490885,1980.46095158504,29.9887260290293,3780.80921052632,3489.76100297408,71.3879044272683,57.5208232186057,483.443023681641,125.722927827101,31.8432017376548
129,Howland-Baker Is.,HBI,60,6,0,-176.57804542,0.60503177,27.0499992370605,26.6498746871948,358.967498779297,163.831253051758,0.008310249075294,0.03000000026077,0.002680016099475,26.949875831604,1100.66076660156,27.9568748474121,NA,NA,NA,NA,NA,19.002124786377,NA
130,Heard-McDonald Is.,HMD,90,9,29,73.49727342,-53.09067804,1.23949998617172,-2.5809999704361,498.602142333984,351.355010986328,329.79224395752,478.5625,9.11271739006042,-0.761874988675117,1705.63250732422,15.1321249008179,NA,NA,NA,NA,NA,151.105125427246,NA
131,Honduras,HON,80,8,3,-86.6201546,14.81592873,24.6936587551581,21.4753568094633,766.245247045681,147.514545916096,622.34281422099,629.335408647266,4.16994972700579,23.2377120903762,1834.50692613189,60.1431008743603,1533.70726495726,3358.21705343681,66.8031079208642,61.7048457497045,399.889994892321,127.200748522841,26.5181623931624
132,Hungary,HUN,11,1,26,19.41351505,47.16651731,20.8397493580825,0.372076336621442,210.916892364735,102.879517766356,144.994230742848,145.861513715361,0.65043721467484,10.8679058667054,620.257317074686,27.5936864508321,2393.2587563335,3009.4110164079,48.2115712387149,69.5300821392848,234.726636154239,793.216874993788,22.0291364711264
133,Iceland,ICE,10,1,29,-18.60571912,64.99764841,7.67556984141405,-3.58946382451301,520.093037274642,279.385486613714,494.282993917721,503.739653464375,3.85057902482357,1.21906948488214,1653.14457182351,23.9190376166969,1407.48672261428,6502.86429339575,108.715018419715,58.4506681187433,1757.40834488407,452.321587942391,21.6356132115458
134,Idaho,IDA,73,7,7,-114.65392691,44.39671877,17.8994761617446,-4.67525482211351,239.166410162554,87.4466359055137,1582.03783415142,1600.00802123885,4.75558716394472,6.23331811043109,664.02647678752,35.4022644943601,2206.5582247557,2561.25827727141,47.3104411407753,67.3072507293136,336.169096515797,880.87972665672,23.4534812703583
135,Illinois,ILL,74,7,25,-89.15471894,40.12111514,23.5461588288685,-1.16863743584428,345.366634082628,175.66477249971,190.530731635071,190.707273313512,0.286241693901675,11.6780959806725,1047.46863250999,26.0944890759586,2610.37075718016,2800.55766533746,56.2051584031847,61.4111700057983,232.325437973741,951.15099277463,24.5161009556942
136,India,IND,40,4,3,78.38500961,21.72683562,31.0649098108613,19.9276376487524,794.560232399875,26.8800002623765,308.318730149402,308.908250592504,0.79552207294533,25.8695454603136,1144.83170121979,116.408241104343,5847.23259449968,1293.26121596376,35.868217528366,70.4705695192257,137.351886053142,428.773603840735,24.8901301150329
137,Indiana,INI,75,7,25,-86.28535884,39.91382309,23.1085789387043,-0.629628430104816,361.310392610319,213.281920380645,225.980088367414,227.538832381531,0.350162546703039,11.6624024752732,1121.23004200694,21.6927355409979,2239.632429256,3216.67974853516,53.1895371298505,61.2672502240564,246.311836015417,914.815785166981,22.9223191239113
138,Iowa,IOW,74,7,25,-93.49640075,42.07863115,22.2931731666837,-4.90372678488493,367.669769995553,86.3520857334137,322.538525973323,324.876277024405,0.426734925294295,9.34506115317345,912.657222093855,48.4758477619716,4178.64189189189,2659.31679486836,65.9448065770816,63.6094569167046,229.365355985459,1047.94969427926,25.9267506142506
139,Ireland,IRE,10,1,15,-7.89657049,53.42679385,14.3519077694532,5.48053822413232,413.351362654306,256.458427132912,101.558098189599,105.331474396789,1.51573209924786,9.65199270526182,1317.13826285057,19.103594682749,958.06919909366,6988.63375809832,93.5215742157727,55.7813892829709,1222.56583162633,351.356390869733,25.4810070603981
140,Irkutsk,IRK,30,3,27,106.35844182,57.09665492,15.0151799527171,-22.5775938526023,306.191427502917,55.0433737687148,614.988036141144,619.127331627227,2.88961594894635,-3.53185674361552,615.025167744683,64.5447591225903,1149.26622804876,4730.89850393282,70.6814215384124,59.1989447844708,766.706429594908,1453.08632943173,31.3845540933442
141,Iran,IRN,34,3,4,54.30142285,32.56479713,28.5628825073038,5.86859389588806,166.587248592767,10.986262158716,1251.75728144038,1256.48266367106,2.9848884234021,17.5567513288514,313.633285769414,91.3286563475856,4191.50707987447,1213.93474846411,25.9758790705668,77.7566345660766,61.0354458595253,882.756046469766,18.6409993154557
142,Iraq,IRQ,34,3,4,43.7722378,33.04801462,34.295331805827,10.0581493101875,116.183474321403,0.61283902850912,301.505171097068,302.041676835538,0.750743405258897,22.5211312548403,234.21207186615,85.6643524821578,9091.10145631158,943.241807219088,23.9273014217205,78.4303897259762,66.1002383717258,951.278036912073,18.2298987027247
143,Italy,ITA,13,1,14,12.15507355,43.52557329,20.5861001228006,3.46827136632611,352.209171196575,147.654593833635,553.940812855752,564.374444786259,5.21415273811961,11.8839565168614,1005.02765693437,32.7447291529676,1813.97328582114,3312.32986353621,57.5635596709915,68.6694753803784,407.60220286132,666.803200329274,24.8025413675511
144,Ivory Coast,IVO,22,2,3,-5.55550501,7.63171961,27.9272370605308,24.751305681851,579.842505063275,67.0768758653965,260.786527258362,262.110126626529,0.616360671417011,26.1996964109233,1305.97602201339,64.5069896291151,10414.3871580547,1627.83805563195,38.0483082281449,58.1229061618928,207.906952689954,120.68509681323,18.1802811550152
145,Jamaica,JAM,81,8,1,-77.31974834,18.15132857,26.4467363615294,23.6655271375501,616.736432874525,189.848330111117,264.455468893051,284.398511783497,3.07153225347802,25.087885109154,1600.96585330448,47.6655671403215,1485.125,3637.68591308594,72.9051790237427,58.4934256417411,452.17639705113,109.266479904587,28.984375
146,Japan,JAP,38,3,14,138.02894851,37.60209081,21.7113270525187,0.812107111804969,779.825237741561,281.927966923199,360.919325894732,381.932722060123,3.97829844643548,11.2678226238651,2058.2621553999,40.1861850867268,1742.8440661685,4482.0061751599,81.9606250877544,52.4339469778691,574.019518278396,818.843482551379,26.9038612585417
147,Jawa,JAW,42,4,1,110.07670308,-7.28863437,25.5704648634967,24.2755255760134,1136.314560678,244.102059122851,305.163909322686,318.594187119428,2.4076854194493,24.9917564489652,2735.66662472776,54.2840594318517,2869.77787960277,2708.85213302984,65.7426929822782,54.938742753936,521.700897730089,52.473905431645,27.4722732866512
148,Juan Fernández Is.,JNF,85,8,0,-79.537658,-33.66269944,18.1847496032715,12.9119997024536,595.065246582031,110.398002624512,14.3047092556953,85.3550033569336,3.64098978042603,15.4407501220703,1270.57775878906,59.3807487487793,1470.83333333333,5137.22216796875,93.5,61.2222226460775,1095.00002034505,207.792999267578,31
149,Kamchatka,KAM,31,3,27,163.00801347,58.928288,10.6309138769096,-18.3240615340509,337.82050592742,129.12189399955,388.51950330974,392.570820370631,4.23702909487439,-4.20648960334997,881.050816424973,40.9835535767696,1237.73835715786,5146.13754878559,81.3247412937443,54.6025708793348,785.403711192699,1137.38417591734,28.6059199659476
150,Kansas,KAN,74,7,25,-98.36925056,38.48363463,24.8980859771104,0.262580883058021,321.549717778745,70.9578894007846,580.396324946963,583.644188044321,0.40551146099825,12.740746463961,768.23245945611,52.2171840960412,2913.03702010969,1758.35345628526,51.5409394299542,67.3583563769305,168.656670577438,949.630543116109,23.5379341864717
151,Kazakhstan,KAZ,32,3,7,67.30130123,48.16004423,22.3621256029561,-9.85368643259277,99.7143562554811,43.1370101708478,348.452606688047,350.450144833214,0.700588897847978,6.52775960656184,275.445943444819,33.2724248897361,4444.85604866572,2680.36382343782,42.1329486963136,75.7926346413981,314.788639552983,1256.38615378514,24.9802369939053
152,Kerguelen,KEG,90,9,29,69.47951572,-49.28875155,5.07282258618263,0.459201609295222,576.608732654202,421.408702727287,192.350335233352,221.24185405239,4.93664996662448,2.59502419649113,1978.22877551663,13.9276774006505,1443.27173913043,NA,NA,NA,NA,184.29351609753,30.1268116494884
153,Kenya,KEN,25,2,4,37.85786204,0.52977986,26.4201517629958,23.8078858196317,302.262056672322,53.517749997785,780.615785951544,786.336743784035,1.14881756177083,25.0735427361741,676.746119282564,80.5464768175219,7115.06990373529,1370.46008431928,37.1165704414919,71.5077034766807,166.479513662736,102.847673603746,22.0178647158609
154,Kermadec Is.,KER,51,5,1,-177.91545581,-29.28166035,22.4277496337891,16.8672504425049,453.464752197266,320.989013671875,1.81255765755971,18.5750007629395,1.10642313957214,19.527250289917,1562.89624023438,18.5692501068115,366,3939.66662597656,90,52,680.333312988281,217.301254272461,29
155,Kirgizistan,KGZ,32,3,29,74.55549193,41.4649087,11.3756837317107,-11.6381485301395,305.30757205587,86.521837037901,2643.41331115085,2650.03684405572,8.38969947924362,0.134346022029144,718.462477914808,50.8558687583738,1787.06160777286,2845.73105686203,54.6430290392053,70.5170961140621,374.949661872648,892.280223968545,24.4018854784122
156,Khabarovsk,KHA,31,3,23,137.12908698,54.58518626,14.3012895018975,-25.4209386133997,377.139330506614,52.8823397465834,574.425583645229,577.497549529799,4.28031837109836,-4.86325303302925,761.004568383813,68.7878884016398,1061.06019485038,6007.34994131121,68.5805112462844,56.3933354881268,879.242265583419,1552.30646364376,29.6858834948238
157,Korea,KOR,38,3,21,127.46092258,38.51116984,21.4636818940532,-4.50452136711794,722.870260236319,69.9404077355242,440.839802797454,449.619728286916,4.27333132546936,9.08585744008185,1229.18362981962,89.5881743332114,2513.24869295446,3122.31927757542,57.1363355817586,59.2982029671217,375.239108510261,1009.17330071865,24.0790505226481
158,Krasnoyarsk,KRA,30,3,27,95.90105951,67.2499994,10.0835674167131,-27.321784482582,234.963583647132,82.5444682864884,306.117767584452,307.476347129778,1.93795652049882,-9.32157982125332,596.048744219466,42.1102273034424,2054.02353056375,5971.2457687651,81.5508158066693,56.5857679269798,1136.99257148491,1468.38694925641,31.8755522324578
159,Kriti,KRI,13,1,8,24.94808966,35.24379018,23.7544849280155,10.8642500241597,399.767084295099,6.21853031172897,372.986313314999,403.906284563469,5.24053117000695,17.0597801497488,709.984702370384,89.2759612112334,2053.13767939029,2334.9733022054,49.9291818936666,72.1438503265381,321.318810780843,513.061339407256,24.2373188682224
160,Krym,KRY,14,1,7,34.3248095,45.27482524,22.0675213950021,1.54183809350112,161.601893543062,111.952099827358,119.575002459399,129.614928892681,1.20384494506177,11.4319476445516,537.889917864118,17.397347622826,2829.94880719866,3092.27845982143,54.3859774271647,70.8305842081706,275.567601279607,804.908079310826,25.2785714558193
161,Kentucky,KTY,78,7,14,-85.28771942,37.52748969,24.2148666381836,2.80015533336004,371.322203450521,259.855716756185,250.020154591659,253.62604671224,0.944908542831739,13.8082566858927,1252.12630371094,15.0573826319377,857.012126865672,2353.90468005324,52.8152043257901,55.2627033101086,294.748552182466,824.169360514323,23.6305970149254
162,Kuril Is.,KUR,31,3,27,150.79748154,46.9490112,10.9371722539266,-4.54323892063565,620.232451036241,302.384433322483,167.536453328234,188.114943779839,3.9649085495207,2.96203334931698,1774.77059461806,29.2153221978082,890.046875,6100.73544198495,87.1558512934932,53.0928326359502,728.645957664207,601.383078342014,28.0748698115349
163,Kuwait,KUW,35,3,4,47.59352635,29.34250656,37.1174715869832,13.3378726671327,70.5474669978304,0.252457547862575,122.28884023529,131.876366768243,0.23344271127486,25.7807688803043,121.215353623876,99.3398112171101,12588.3513513514,554.115901849209,15.8186601981139,79.0047689584585,33.3739440135467,933.421739110407,12.5861486486486
164,Kazan-retto,KZN,38,3,0,141.30860869,24.93904505,27.4046662648519,20.2878335316976,468.251922607422,176.506663004557,0.891043394804001,2.38499995072683,0.154159603019555,24.2032502492269,1375.23152669271,33.4704170227051,693,NA,NA,NA,NA,281.740091959635,28.25
165,Labrador,LAB,72,7,27,-61.95852761,54.28513133,10.9349364520118,-17.6958025540719,395.62670906962,229.7264663334,389.320459296519,397.069079188994,1.98952091426339,-2.83035335326424,1202.36558703204,23.6397489762173,316.215389832374,4810.20400267873,77.6556765487074,54.5712057571837,406.779922357485,1116.66381072998,28.8692666330645
166,Laos,LAO,41,4,11,103.76341319,18.50244319,25.2250339556617,19.1865494794185,1170.33422890411,46.8621514157156,667.390330559385,667.464870080584,4.37986250727568,22.77324547019,2073.23128456645,87.3001746160138,3380.43989087715,2640.84633029561,56.0490347863896,54.1654340456429,261.994311407079,244.596153032662,24.3577954221944
167,Liberia,LBR,22,2,2,-9.30785074,6.44811663,26.0218010620332,23.9298239224394,968.370516065141,144.329308711307,216.410034727741,216.469894553574,0.675719204503046,24.9583864480677,2358.80501674598,58.5609727241624,8343.89243363361,2584.25832043664,48.4283168922036,49.9731835025852,323.466113074351,78.7728830525573,19.3533163265306
168,Lebanon-Syria,LBS,34,3,4,38.37255385,34.95744231,28.4860540243504,7.51914436994372,164.81331055534,2.98555155918744,538.265510652483,541.125550251088,1.09273475816587,18.2014480953027,318.655056829982,80.8163357079453,5877.12397540984,1107.53789404297,24.3737430038452,77.6983917694092,98.4954689865112,823.77143089327,20.8703039630515
169,Libya,LBY,20,2,4,18.02318175,27.04405009,29.8778709055343,12.6424622659863,16.7858510910677,0.572903114118046,412.586423372704,412.365898410923,0.400617929463327,22.0108254375098,31.3357175520906,94.7970066070557,13648.2378015722,930.645952291343,18.568743705515,81.5851685335879,48.6530844373651,683.736055700914,7.54581752072896
170,Laccadive Is.,LDV,40,4,0,72.88334884,9.90759108,28.2338077838604,26.8242695148175,983.859534630409,30.3914038584783,0.01365255231836,0.08692307691448,0.006808964068813,27.2975000234751,1688.77557842548,90.5297317504883,NA,NA,NA,NA,NA,62.3852307246282,NA
171,Leeward Is. AB Ant,LEE,81,8,2,-62.28954902,16.92084642,26.7908930097307,24.4373749324254,573.739107404436,206.058856419155,43.8498213546617,64.9730348927634,1.26248707090105,25.7363751275199,1527.63349260603,37.668267931257,1437.21428571429,5042.10686035156,65.7093181610107,62.4987880706787,497.315328979492,93.179197038923,28.157738004412
172,Lesotho,LES,27,2,12,28.24284307,-29.5810053,15.9360409149757,4.35256490140007,422.252073287964,58.4279137574709,2196.51690245511,2205.26313781738,5.57368362752291,10.7456610523737,943.644146845891,63.132230758667,1598.7676056338,2053.3841092989,55.6371867192256,62.8662624111423,282.313071808258,454.131672492394,21.8477112676056
